ID,coord_x,coord_y,coord_z,mean_activation,min_activation,max_activation,std_activation
1,-1342,-503,200,1.0432225582442038,-8.754857321063185e-09,111.43678398332015,4.222795101901062
2,-1332,-482,200,0.8702079697226889,-6.611941288662724e-09,178.2208758300166,4.3134070128875965
3,-1300,-490,200,0.6617376406008877,-6.3106871729912235e-09,111.85461057224897,3.1336439688639834
4,-1305,-466,200,1.556376908372437,-3.4383872568984374e-08,245.8314243894732,6.156507430053161
5,-1266,-493,200,0.7254633074356579,-1.9852268482465173e-09,145.26383765785155,4.052442595172663
6,-1273,-483,200,0.660842520299736,-2.834423391144949e-10,114.43222294611351,3.273961767136266
7,-1208,-492,200,3.861231488579402,-3.000883336466617e-08,1293.9777494981404,26.5674581196805
8,-1219,-490,200,2.1850559556704767,-2.7205793847904427e-08,485.53001161287756,11.415070694399644
9,-1213,-479,200,1.5374855403458154,-8.780216772894512e-09,403.7400159675707,10.24059255908506
10,-1178,-508,200,1.7732215225033008,-3.082032904443318e-09,1413.5044417858403,16.949700548972558
11,-1184,-499,200,1.9622904402347623,-2.312955479949735e-09,659.6113220338284,12.695237569945325
13,-1129,-489,200,7.061398427320304,-6.29223955272536e-09,1505.9329897140476,40.391349548665815
15,-1111,-500,200,3.3728193639958053,-1.3320276427920868e-08,1340.0393840944748,22.9554196337746
16,-1094,-507,200,3.038297688023926,-5.1660496631764315e-08,833.9964433100114,14.264077637788386
17,-1063,-507,200,4.406783094639288,-4.1349182604155667e-08,1573.9098046276472,28.732773753294445
18,-1058,-494,200,1.9102943241822958,-1.7120980963734174e-08,978.7838073842462,10.462575105506929
19,-1013,-494,200,2.3633210103753726,-2.572335802346633e-08,518.0816362370431,15.150092396710734
20,-1018,-505,200,1.7175449055344179,-6.735691932881158e-09,726.7130504085181,11.20958480929261
22,-1005,-496,200,1.9602904041637852,-1.4880331311703044e-08,575.839121787967,11.311553226341045
23,-985,-488,200,6.625938666069027,-1.2152738129658158e-07,1369.312218532234,39.60380798135499
24,-992,-493,200,3.645324628378509,-4.3657984686658734e-08,686.2976166322499,20.633430708782647
26,-942,-482,200,3.0737895833620983,-3.7359852515476165e-08,732.531230581856,18.92500458875904
27,-931,-468,200,3.7130966010964728,-2.2664396507786876e-08,895.2566421283261,17.028407106725727
28,-951,-498,200,3.9543892728377483,-1.6145798640152336e-08,795.3057073091803,21.114717478536
29,-901,-481,200,2.2488621759164595,-2.4410689717274596e-08,498.42896837688585,12.658220794091925
30,-926,-502,200,2.2340941342592275,-3.6823880208188186e-08,322.7977432992276,10.646273241275686
31,-916,-466,200,4.203465812901271,-1.136274954037199e-08,664.4087176622913,20.332991470578882
32,-892,-465,200,2.0736572154272634,-1.0978531856267616e-08,1001.1951078667515,15.768935158447912
33,-839,-497,200,1.1851372893539247,-5.604332618869889e-09,154.70325647109075,4.450359765088063
34,-809,-506,200,3.2716725808624187,-2.7348303153231597e-08,604.3231279651737,16.44139402403711
35,-801,-480,200,1.917174238287101,-1.5447238361518293e-08,395.4634900341385,9.155011939620177
36,-802,-496,200,1.8021081918331723,-3.210380820998476e-09,298.12365449311824,8.512938250380769
37,-784,-486,200,2.385366648072826,-1.0034171277110866e-08,325.15205871718035,10.486128951636827
39,-1349,-453,200,1.6727184043487295,-4.204043260402929e-08,353.7577258693176,7.9966236039900185
41,-1265,-445,200,1.9691030019445441,-4.627153758439587e-09,499.9580070487184,10.424699222815061
42,-1223,-448,200,1.8246084240757747,-3.030622637734056e-09,505.53444477370584,11.557748906204422
43,-1217,-433,200,1.9217308781639624,-9.338172225763838e-09,237.2589506394439,8.065807448623664
44,-1198,-460,200,1.3753937492867112,-5.823342572889159e-09,333.9303254021603,9.260193906179333
45,-1169,-461,200,1.6441090096579345,-4.556701259652936e-09,201.91702886638438,6.009931057582751
46,-1129,-455,200,4.643263362760733,-6.428126960976234e-08,1384.51106935208,31.524283374485123
47,-1147,-461,200,2.327467706700474,-1.8492987428810934e-08,697.936013184949,14.75349743525672
48,-1110,-453,200,5.679857903187482,-2.0994966789479698e-08,1563.540971582192,37.90198738803169
49,-1101,-461,200,2.956684075831666,-1.003076383290544e-08,997.5739737496202,22.084977935916143
50,-1091,-455,200,2.363001341041904,-1.5410211926249568e-08,789.4687609278855,11.780762350553298
