,ID,coord_x,coord_y,coord_z,mean,std,median,min,max
0,1,-1033,-700,275,1.2065011262893677,2.771120309829712,1.5279089211617247e-06,-1.4848098750519512e-08,63.711673736572266
1,2,-981,-704,275,0.8272396922111511,2.876434564590454,2.906555494064378e-07,-6.57253984570616e-09,89.11298370361328
2,3,-951,-704,275,0.7503926157951355,2.7758307456970215,1.7184802914016473e-08,-4.219581073439116e-10,69.284912109375
3,4,-908,-685,275,0.550205409526825,2.5208699703216553,2.850836899881415e-08,-1.2301679674919797e-09,75.23229217529297
4,5,-928,-690,275,0.5659204125404358,2.264334201812744,1.3698607581602573e-08,-4.274011422555901e-10,100.64777374267578
5,6,-888,-680,275,0.688252866268158,2.258234739303589,1.4491079980416544e-07,-2.914483321347916e-09,66.5318374633789
6,7,-847,-703,275,1.076378345489502,3.065584182739258,4.985286068404093e-07,-7.747894770204766e-09,101.68789672851562
7,8,-818,-691,275,0.756565511226654,2.9996497631073,1.3703645329599112e-08,-4.175879919632308e-10,97.05465698242188
8,9,-844,-682,275,0.8511248230934143,2.9532666206359863,4.075456772056896e-08,-7.999047535456327e-10,102.5038070678711
9,10,-795,-694,275,1.3480778932571411,4.693102836608887,1.7196049029166716e-08,-4.1794728788957514e-10,118.90034484863281
10,11,-803,-666,275,1.3969670534133911,5.911621570587158,2.4153573008334206e-07,-8.27435009398414e-09,161.0110626220703
11,12,-791,-677,275,0.9389436841011047,3.6656110286712646,5.8810961434119235e-08,-1.9219108526868922e-09,133.54127502441406
12,13,-756,-672,275,2.645838499069214,14.760178565979004,1.911384828190421e-07,-8.485929292589844e-09,622.2067260742188
13,14,-772,-688,275,1.4864418506622314,4.993332862854004,6.726692163283587e-07,-1.410699468351595e-08,154.38186645507812
14,16,-728,-702,275,1.1924219131469727,3.6848580837249756,8.075527802020588e-08,-1.3474336091334749e-09,142.9478759765625
15,17,-686,-682,275,3.442330837249756,17.83531379699707,3.3554982792338706e-07,-1.4549380367157028e-08,751.158935546875
16,18,-674,-685,275,6.177210330963135,26.660783767700195,7.071297432048596e-07,-3.196997866439233e-08,689.2679443359375
17,19,-670,-674,275,4.0241193771362305,15.131016731262207,6.160121870379953e-07,-1.7714555156089773e-08,348.17816162109375
18,20,-645,-674,275,4.340901851654053,20.482105255126953,5.73853469632013e-07,-1.5009398168785992e-08,732.1531372070312
19,21,-654,-703,275,2.0416765213012695,8.669933319091797,8.884789082230782e-08,-2.384069830441149e-09,275.3034362792969
20,22,-628,-705,275,3.042565107345581,10.610862731933594,8.247704386121768e-07,-2.018881595233779e-08,262.8063659667969
21,23,-628,-690,275,1.7716989517211914,7.8607497215271,3.2871309230131374e-08,-1.4422775196365478e-09,211.8526153564453
22,24,-602,-677,275,4.019123554229736,19.007741928100586,8.485388747203615e-08,-2.2690365142352675e-09,1013.1797485351562
23,25,-589,-677,275,2.1405444145202637,7.973376274108887,2.586274945315381e-07,-5.614126497022198e-09,376.3448791503906
24,26,-596,-705,275,1.7155485153198242,7.997044563293457,7.292898374089418e-08,-2.0006583056897398e-09,296.9913024902344
25,28,-546,-674,275,2.218411922454834,6.041215896606445,9.955030577657453e-08,-1.2894926237905224e-09,117.9394302368164
26,29,-540,-699,275,2.087468385696411,5.658689975738525,4.5773856527375756e-07,-6.728763768393264e-09,133.0626220703125
27,30,-510,-684,275,2.4560084342956543,7.834569454193115,7.492430995625909e-07,-1.3839293266926234e-08,288.96759033203125
28,33,-486,-691,275,2.1886682510375977,6.366641998291016,3.2198406074712693e-07,-4.2815653245042995e-09,217.22927856445312
29,34,-1058,-652,275,0.813102662563324,3.7026517391204834,4.1903138736643086e-08,-1.1819338840979299e-09,164.81741333007812
30,35,-1049,-654,275,0.8804988861083984,2.5951573848724365,6.923329465280403e-08,-1.06189801396539e-09,67.72789001464844
31,36,-913,-665,275,0.7313119769096375,2.3353469371795654,6.400465935030297e-08,-1.3062115833406551e-09,61.723472595214844
32,37,-873,-663,275,0.906777560710907,2.8432905673980713,1.0581420895050542e-07,-2.460884607202729e-09,62.27622985839844
33,38,-872,-649,275,0.6923149824142456,2.9338576793670654,6.60784991168839e-08,-1.9824053509864825e-09,85.6522445678711
34,39,-827,-657,275,1.395481824874878,6.977584362030029,3.074174159678478e-08,-1.8616500563339855e-09,227.12916564941406
35,40,-842,-659,275,0.9928322434425354,4.169069290161133,8.24923915843101e-08,-3.1368712072321614e-09,101.81293487548828
36,41,-817,-650,275,2.1704299449920654,8.651569366455078,1.287072990407978e-07,-3.738920728579842e-09,235.38253784179688
37,42,-795,-639,275,2.3528711795806885,14.436798095703125,2.063116966155576e-07,-7.730809770123415e-09,823.0118408203125
38,43,-791,-648,275,2.6834120750427246,12.275267601013184,2.2179389702614571e-07,-7.0915020522477334e-09,356.61529541015625
39,44,-762,-642,275,2.7847089767456055,16.664743423461914,5.701183454220882e-07,-1.7540177310593208e-08,993.8477172851562
40,45,-754,-654,275,3.627861499786377,16.45350456237793,2.013794215827147e-07,-6.04773298107375e-09,684.4552001953125
41,46,-702,-638,275,3.5015029907226562,26.035547256469727,7.170652338572836e-08,-2.7866766671991172e-09,1416.7489013671875
42,47,-723,-653,275,3.2336230278015137,19.86760139465332,3.5623313010546553e-07,-1.03200852308305e-08,950.3388061523438
43,48,-692,-640,275,3.2386016845703125,31.548307418823242,3.2338448363589123e-07,-1.1489049711599364e-08,1985.0916748046875
44,49,-681,-658,275,8.06348705291748,46.87106704711914,3.7975601685502625e-07,-1.4793796410117466e-08,1644.547119140625
45,50,-686,-651,275,4.497614860534668,25.347736358642578,3.604246501254238e-07,-1.4153722638354793e-08,1554.0452880859375
46,51,-635,-652,275,8.702741622924805,43.645599365234375,8.212489888137497e-07,-3.49701529955837e-08,1580.81201171875
47,52,-629,-635,275,6.585659503936768,37.16577911376953,9.927050541591598e-07,-2.5738927433849312e-08,1562.8603515625
48,53,-609,-656,275,11.460273742675781,50.2353401184082,1.0304122497473145e-06,-5.056879714970819e-08,1183.22265625
49,54,-563,-648,275,6.39793062210083,36.60631561279297,9.356687513673023e-08,-4.268242648208798e-09,1078.23583984375
50,55,-582,-636,275,3.844127655029297,12.973554611206055,2.6524591589804913e-07,-7.1624080000276535e-09,430.0227966308594
51,56,-523,-650,275,2.222886562347412,11.841910362243652,1.1723336257318806e-07,-3.834500272859032e-09,384.4602355957031
52,57,-513,-649,275,2.6044576168060303,10.70206356048584,3.263948826770502e-07,-7.206523378044949e-09,343.33251953125
53,59,-541,-635,275,2.515307664871216,9.956336975097656,5.729980330215767e-07,-1.2218575484723715e-08,359.62860107421875
54,60,-535,-649,275,2.1281895637512207,7.608209133148193,9.039313795256021e-07,-1.771269708683576e-08,191.92587280273438
55,61,-492,-635,275,1.348078727722168,5.488193988800049,3.4527678849372023e-07,-9.123585442694093e-09,224.72840881347656
56,63,-446,-639,275,3.5975053310394287,7.431146144866943,1.111993128688482e-06,-5.444041661917254e-09,254.35226440429688
57,64,-1010,-587,275,0.8366251587867737,2.131237745285034,5.152142534825543e-07,-5.009845871484231e-09,42.01676559448242
58,65,-930,-587,275,1.0017125606536865,3.634220600128174,1.0470390066075197e-07,-1.9232870851482176e-09,86.87561798095703
59,66,-902,-588,275,0.9673983454704285,3.111814260482788,4.5566309836431174e-07,-4.2980299319594906e-09,74.18708801269531
60,67,-866,-598,275,0.9949005842208862,5.961547374725342,1.0527048566189023e-08,-4.177314882891636e-10,220.01205444335938
61,68,-876,-606,275,0.9816113710403442,4.3176422119140625,4.901676931012844e-08,-1.8391291822794642e-09,143.4683074951172
62,70,-847,-622,275,1.0943517684936523,3.5000879764556885,8.752505920028852e-08,-2.048355485229081e-09,66.19235229492188
63,71,-807,-608,275,2.3834242820739746,16.39959716796875,1.1403916744257003e-07,-6.158515031273737e-09,749.1253051757812
64,72,-792,-615,275,3.627775192260742,19.16016960144043,3.3173910196637735e-07,-1.536251659217669e-08,924.7948608398438
65,73,-793,-628,275,1.7413575649261475,9.097774505615234,1.018149689002712e-07,-4.585072765905807e-09,381.2262878417969
66,74,-762,-621,275,21.239673614501953,78.6194076538086,6.636502689616464e-07,-3.325750697058538e-08,1801.9371337890625
