ID,coord_x,coord_y,coord_z,mean_activation,min_activation,max_activation,std_activation
1,-1023,-582,325,3.6803600901371967,-6.771866623012102e-09,737.786865234375,15.993167661656912
2,-1011,-605,325,2.7042645290170673,-6.222383941434373e-09,1334.602783203125,16.464246096730104
3,-1003,-601,325,1.9162875379569546,-1.3031755230485942e-08,439.44970703125,10.128974441010437
5,-984,-595,325,0.840895853431928,-4.499967509730141e-09,138.1312255859375,3.2112982018238787
6,-974,-586,325,1.1562644503912876,-8.07401756564019e-10,98.91504669189453,4.0671509682936655
7,-902,-582,325,0.9743936248675896,-2.1609234401864796e-09,181.20379638671875,4.101994217048667
8,-807,-590,325,4.172666737931523,-1.203318067410919e-08,1306.1689453125,26.43122001979099
9,-797,-580,325,3.08227907646945,-8.500730785954147e-09,964.0720825195312,21.1261506099609
10,-809,-577,325,3.4298719663139368,-1.491956957977436e-08,1418.6546630859375,29.50589127506735
11,-759,-606,325,10.185092179419716,-2.865059656187441e-08,1684.455078125,57.79758813556383
13,-775,-582,325,3.8563299455648035,-2.4316772595511793e-08,580.295166015625,13.139850959198315
14,-736,-584,325,6.812091660623229,-8.007008389654402e-09,1354.6702880859375,38.34487779307885
15,-719,-591,325,8.6752586379731,-4.4998163417631076e-08,1456.31396484375,49.44696765879991
16,-689,-588,325,6.622400526507438,-1.2439651975171273e-08,2589.712646484375,49.15646211686545
17,-685,-604,325,5.265977376694296,-1.141625904921284e-08,1480.9639892578125,23.962186652167304
18,-651,-583,325,3.71862850817636,-1.822784589933235e-08,1399.0186767578125,21.805650044662464
20,-611,-579,325,7.034296562122156,-3.9168991605720294e-08,1715.17724609375,45.874755463470976
23,-497,-588,325,6.237074182769908,-4.868974112781643e-09,1258.9532470703125,34.00350773771981
26,-1000,-536,325,1.4087162699571978,-2.669809262556555e-09,653.6515502929688,10.95645415119719
27,-1022,-530,325,2.721177466363197,-2.9988559191451714e-08,272.8912353515625,7.666942423633262
28,-984,-548,325,1.7569083311038443,-1.730393783816453e-08,255.29226684570312,6.216395689406309
29,-950,-563,325,1.0784285931236244,-8.802060746937457e-10,244.69964599609375,4.799693811640093
30,-962,-541,325,1.4033635658394479,-2.6211772752304796e-09,213.29559326171875,5.789898337424792
31,-921,-545,325,0.9191383515274156,-2.9558755443304108e-09,140.3517303466797,3.8986469633219643
32,-863,-559,325,1.6619595826673197,-5.153795612500289e-09,338.68402099609375,9.202732537152725
