ID,coord_x,coord_y,coord_z,mean_activation,min_activation,max_activation,std_activation
1,-737,-371,200,3.0021995582313368,-7.624142206452689e-09,307.53173828125,7.680028325409807
2,-718,-396,200,2.44532955459885,-5.177805739720043e-09,122.91517639160156,4.9810592471640645
3,-707,-406,200,3.6984360995310857,-4.3813667360836916e-08,320.88128662109375,12.29157421702027
4,-698,-398,200,4.739013993380112,-3.1416568901931896e-08,485.054931640625,18.752266668176965
5,-659,-380,200,6.0510264620959235,-1.702419183402526e-08,1161.4599609375,30.555689452334008
6,-648,-391,200,2.8892828963944717,-1.8604811913291996e-08,474.20623779296875,13.548313799309016
7,-629,-377,200,3.6970836346864053,-2.294379441991623e-08,322.11700439453125,11.821733882461242
8,-643,-404,200,3.2387771508172007,-7.156454095991194e-09,499.18109130859375,10.033194910496187
9,-575,-388,200,2.3589462068721274,-2.990737968389112e-08,324.0882873535156,6.893305765024118
10,-579,-375,200,1.5872218801469486,-1.2022199236128017e-08,241.44009399414062,6.278562311915418
11,-593,-368,200,1.9686591643773483,-4.457211932873406e-09,152.92169189453125,5.923778319845603
12,-591,-390,200,2.7436198109507797,-2.748261884732983e-08,218.40411376953125,7.918425795690563
13,-559,-405,200,2.575828460100905,-1.0703398167777323e-08,223.69606018066406,7.2559144236172
14,-550,-381,200,2.3269616083959477,-1.3533234977103348e-08,225.58447265625,6.668593169936425
15,-557,-391,200,2.396626890340072,-1.1637101948736017e-08,201.6356964111328,6.429141340049828
16,-515,-374,200,2.3241284956843504,-1.7223996451321e-08,557.208740234375,11.085819753371904
17,-488,-382,200,5.618055085891233,-4.9316013495115385e-09,853.5709838867188,28.548842730800637
18,-483,-402,200,2.638714321558888,-2.903455964542445e-08,481.81573486328125,10.150143213151946
19,-495,-382,200,3.300798823072535,-9.876067963432433e-09,385.6602783203125,12.812835716353954
20,-451,-384,200,7.051421092091961,-1.2649283398502575e-08,941.7036743164062,30.34298631980895
21,-460,-394,200,3.7853441363198086,-1.604734478632963e-08,616.1661987304688,16.61472627772309
24,-415,-402,200,4.046487290817001,-1.2500594337438997e-08,621.7982788085938,15.199001849457844
25,-385,-394,200,6.7390265968239556,-3.4077988431135964e-08,1151.8773193359375,29.307910953680395
26,-368,-381,200,13.563087398586065,-4.101575967752069e-08,1739.0450439453125,62.02789715042401
27,-346,-382,200,4.990213561016416,-7.931402201677429e-09,1221.1116943359375,29.564119279711676
28,-338,-405,200,7.778907854946242,-1.0330970745542345e-08,433.92974853515625,14.482263407754726
29,-351,-370,200,4.424702514842227,-2.120816411377291e-08,637.0279541015625,17.986563963323345
30,-308,-373,200,4.5126226249749,-2.833438905724961e-08,1368.38623046875,23.1260198563836
32,-297,-406,200,4.515814543215406,-1.3376247665064511e-08,376.3896179199219,10.794818862501327
33,-253,-379,200,4.35126111843064,-1.8237543031318637e-08,721.4423217773438,18.048813770057247
34,-245,-392,200,3.0596464100952163,-9.761982333600372e-09,289.8450012207031,9.015969153440304
36,-256,-400,200,3.282865147347527,-8.133222983985888e-09,352.3720397949219,10.60538044946648
37,-205,-403,200,3.4837949084908577,-7.850425198796529e-09,551.5282592773438,12.92340243064313
38,-201,-389,200,3.4617858011208305,-1.4034965190035109e-08,351.9603576660156,11.217513496226514
40,-159,-402,200,4.228548187202114,-4.339974424283355e-08,409.03125,12.87000751843935
41,-145,-386,200,12.056708176798702,-1.0283437745783885e-07,1567.94287109375,52.39071927721488
43,-153,-370,200,6.934220293759149,-4.5743952625798556e-08,839.6450805664062,20.958888661848942
44,-149,-394,200,5.932167855697247,-3.605606124779115e-08,1016.163330078125,25.51955333415755
45,-752,-328,200,2.956078247829629,-1.345485767245691e-08,212.97230529785156,6.350247224767114
47,-710,-354,200,2.4504897994427908,-1.3891247041541988e-09,611.3790893554688,14.006217925724679
48,-704,-346,200,2.7825924104769086,-8.949714747075177e-09,541.1256713867188,10.8890005246269
49,-693,-352,200,2.966791718335999,-2.5913013956824216e-08,468.3747253417969,12.253721054215557
50,-686,-338,200,3.9938962970315055,-2.0777231046764655e-09,184.98098754882812,9.825372179237435
51,-648,-350,200,5.386316173201486,-9.878993623146926e-09,1324.5982666015625,31.45005005623917
52,-663,-353,200,4.603435096366148,-7.180970484910176e-09,839.0293579101562,22.002901641569892
53,-641,-344,200,3.6231806907054125,-7.672302793082508e-09,560.2911376953125,17.022783538950126
54,-617,-354,200,2.986019053747538,-4.85479700884639e-09,190.4234161376953,8.559755322841283
55,-633,-345,200,2.3779444444654603,-7.30660110193071e-09,381.6992492675781,9.309211800125276
56,-591,-341,200,2.465294049327947,-3.5630547401410695e-09,298.17578125,9.164740903768852
58,-546,-350,200,3.1181997502161978,-5.320202056680046e-09,814.8201904296875,16.575115419269153
59,-501,-354,200,3.928686661497585,-2.7084594567128306e-09,1157.544677734375,22.170352624006313
