ID,coord_x,coord_y,coord_z,mean_activation,min_activation,max_activation,std_activation
1,-1033,-700,275,1.2065011588558865,-1.4848098750519512e-08,63.711673736572266,2.771120297798012
2,-981,-704,275,0.8272397218918666,-6.57253984570616e-09,89.11298370361328,2.8764346485267027
3,-951,-704,275,0.7503926808485333,-4.219581073439116e-10,69.284912109375,2.7758308837029397
4,-908,-685,275,0.5502053816844972,-1.2301679674919797e-09,75.23229217529297,2.5208698098589624
5,-928,-690,275,0.5659204054666511,-4.274011422555901e-10,100.64777374267578,2.26433430088975
6,-888,-680,275,0.6882529142395919,-2.914483321347916e-09,66.5318374633789,2.2582347136106957
7,-847,-703,275,1.0763783747523488,-7.747894770204766e-09,101.68789672851562,3.065584121576819
8,-818,-691,275,0.7565655235000133,-4.175879919632308e-10,97.05465698242188,2.999649792294542
9,-844,-682,275,0.8511247831033973,-7.999047535456327e-10,102.5038070678711,2.953266608984886
10,-795,-694,275,1.3480778842986882,-4.1794728788957514e-10,118.90034484863281,4.693103085221008
11,-803,-666,275,1.3969670551388282,-8.27435009398414e-09,161.0110626220703,5.911621435863561
12,-791,-677,275,0.9389436691740742,-1.9219108526868922e-09,133.54127502441406,3.665611029119757
13,-756,-672,275,2.645838830824922,-8.485929292589844e-09,622.2067260742188,14.760179957503025
14,-772,-688,275,1.4864418563544313,-1.410699468351595e-08,154.38186645507812,4.9933332240636
16,-728,-702,275,1.1924218572588317,-1.3474336091334749e-09,142.9478759765625,3.6848580753885942
17,-686,-682,275,3.442331213418714,-1.4549380367157028e-08,751.158935546875,17.835313087996333
18,-674,-685,275,6.177210585995225,-3.196997866439233e-08,689.2679443359375,26.660783622397286
19,-670,-674,275,4.024119440303852,-1.7714555156089773e-08,348.17816162109375,15.131016690724762
20,-645,-674,275,4.340902125521763,-1.5009398168785992e-08,732.1531372070312,20.482104424832464
21,-654,-703,275,2.0416765409915563,-2.384069830441149e-09,275.3034362792969,8.669933805555933
22,-628,-705,275,3.0425650521868195,-2.018881595233779e-08,262.8063659667969,10.610863057596196
23,-628,-690,275,1.7716990724322814,-1.4422775196365478e-09,211.8526153564453,7.860749566285589
24,-602,-677,275,4.019123171226336,-2.2690365142352675e-09,1013.1797485351562,19.007740946169218
25,-589,-677,275,2.1405444205892254,-5.614126497022198e-09,376.3448791503906,7.973376246353972
26,-596,-705,275,1.7155483679877641,-2.0006583056897398e-09,296.9913024902344,7.997044480914193
