ID,coord_x,coord_y,coord_z,mean_activation,min_activation,max_activation,std_activation
1,-980,-367,425,0.3175280784575711,-1.1901624895563014e-09,46.043480799427314,1.4929064905477902
2,-701,-369,425,0.25417884872414087,-4.743764890759014e-10,38.63232697725729,1.2986415191699348
3,-673,-364,425,0.21894052202493108,-1.364739606963074e-10,47.652786909896946,1.254022921185
4,-647,-365,425,0.34463009976015746,-1.708797974209664e-10,74.87805163805727,1.8390899246834238
5,-634,-358,425,0.30550290579533534,-1.2965805170208564e-09,87.63494832886735,1.9200943512525133
6,-604,-361,425,0.47936159168196596,-1.7784528619785798e-09,123.72680106188166,3.407831003670889
7,-592,-350,425,0.4460160488750862,-1.7229359630406591e-09,54.19824174325554,1.8748193928427526
8,-561,-353,425,0.4344925379337336,-2.5554709575242974e-09,124.74291169606151,3.0200338588189126
9,-574,-379,425,2.0331108393752513,-9.304045572272858e-09,161.1663992672452,5.7110869115009315
10,-484,-368,425,1.0006565652334616,-4.412664023859034e-09,333.2941965600668,7.028110554085824
11,-484,-380,425,3.9936221297167376,-6.112490137995149e-08,484.93631562848316,11.637311142483568
12,-498,-352,425,0.5825580781713553,-6.755621646353799e-10,178.30401552730777,3.359510962614054
13,-438,-358,425,0.7655657016558011,-1.4945407105502159e-09,265.17590817835685,4.825019580976611
14,-389,-370,425,0.819548335799556,-2.583515630082298e-09,115.05816645237184,3.0424757111869822
15,-982,-313,425,0.42591231673462826,-2.1949253873053573e-09,119.35171944818613,2.5308984338479594
16,-917,-325,425,0.2505804353167681,-3.029483523293028e-09,59.40564570390959,1.5134260726080346
17,-882,-323,425,0.24765241516421477,0.0,42.87467035382646,1.3403635114453547
18,-891,-309,425,0.2454800611444694,-1.3327868731032092e-10,120.19061144890895,1.850814466261358
19,-896,-335,425,0.18997885760538996,-6.320201107854836e-10,45.041582555057374,1.1814984989429462
20,-864,-331,425,0.18963217057190457,-2.9282375159959637e-10,44.57518397908104,1.1479568828792084
21,-847,-316,425,0.150996142511222,-1.885005791126765e-11,46.261987109214694,0.9531003205708325
22,-808,-314,425,0.3101452499477899,-1.6364258162559975e-10,57.30350869913415,1.9193395315256905
23,-781,-334,425,0.20023923241321884,0.0,50.817255070938444,1.479947296736466
24,-782,-321,425,0.22424135020239397,0.0,50.48077707736716,1.2399428203375407
25,-729,-313,425,0.15949676875610852,-1.7348742627967653e-09,73.53098858255059,1.2715455130738034
26,-687,-322,425,0.17102208698696408,-5.37611363084621e-10,24.93422879459129,0.9213866737112887
27,-697,-310,425,0.26055635186031945,0.0,45.511232646293024,1.368569647956102
28,-680,-343,425,0.27985985142285524,-4.728626252241219e-10,39.82438102329807,1.4356424575788718
29,-648,-327,425,0.3076868975640408,-9.651121029776154e-11,99.71354247203165,2.1085207626755404
30,-660,-337,425,0.2658631617267311,-9.283209007244163e-10,98.76342033315603,1.7298477685186022
31,-634,-322,425,0.32485238672106864,-5.080298588242347e-10,64.85062955024374,1.865563101644864
32,-644,-298,425,0.25340741474530626,-2.602964744413112e-10,41.289739454244526,1.289010065059968
33,-610,-319,425,0.29957985711734453,-1.6038460776634253e-10,82.33475628234827,1.944941926794764
34,-621,-307,425,0.32204946065964896,-2.3516781819281357e-09,81.33484895926718,2.0094743633579
35,-559,-322,425,0.4662493658568077,-2.2030185859419613e-09,145.56791091515677,2.7725199198034285
36,-531,-311,425,0.6443385548162442,-2.0253185643511756e-09,252.34831072240766,4.533831676813329
37,-480,-311,425,0.8268791927967581,-1.7367854151940732e-09,179.68178314048112,4.777603105912404
38,-484,-335,425,0.8451493221144115,-2.181920811720038e-09,263.24632799578825,5.661006179841609
39,-489,-317,425,0.4916079394692638,-4.238813251793005e-10,125.85606907555407,3.153257607941909
40,-506,-334,425,0.472283897792791,-6.115695396485415e-09,102.91528696783504,2.3401291297669222
41,-449,-311,425,0.5987584941091536,-1.1137205797551002e-09,157.25501418789932,3.678742399641386
42,-453,-322,425,0.8942262119796082,-8.599879961756495e-10,247.27943594551618,5.478393323904322
43,-436,-327,425,0.5014255447452541,-1.2848411978465815e-09,131.7092066463884,2.648763099229104
44,-424,-308,425,0.7763369035192794,-5.585245872952294e-09,215.34933975217214,4.681483152092179
45,-972,-262,425,0.5081787245533157,-1.0416502651015416e-09,62.87443993500453,2.453975237307961
46,-930,-272,425,0.399156425952996,-1.5861945331935696e-09,77.65400861085523,2.09038802054473
47,-888,-283,425,0.3924299010651803,-7.072529529937612e-10,108.21492751112771,2.619005338520899
48,-881,-290,425,0.4624885178767919,-1.869312952826339e-09,104.43490302712709,2.9101870809605104
49,-856,-263,425,0.545407916359229,-3.2092773670999734e-09,142.53670491538492,3.6914608454736846
50,-839,-287,425,0.286899705784075,-8.124423422580749e-10,117.74478121690046,2.343462072868955
51,-803,-277,425,0.18119278619454723,-9.155844938666165e-10,76.05917679901864,1.4398635643716562
52,-809,-291,425,0.17654807859678637,-1.0772943742689488e-09,57.53180397039064,1.3668701002136132
53,-772,-278,425,0.24081141311125387,-1.537967255889018e-10,92.32926784795086,1.627458771909875
54,-738,-281,425,0.2432851116849073,-1.8365218236863443e-09,44.28089162688645,1.3046847601296137
55,-685,-291,425,0.2396556912757436,-6.367664196294277e-10,96.0685047521095,1.6231930635527076
56,-601,-278,425,0.361047618655156,-8.216063129890036e-10,177.59044569208902,2.6056479854505845
57,-615,-280,425,0.27709142541838916,-1.6483552050665927e-09,120.16924077323155,2.112940247778857
58,-626,-273,425,0.3383283494348345,-5.162278449503098e-11,61.34440075941797,1.7078904321072363
59,-572,-287,425,0.4838430765562503,-6.779752780230016e-10,79.26814751255675,2.363018160802124
60,-542,-269,425,0.4409200368869,-2.5165345711806995e-09,159.63195366091827,2.830092568560336
61,-477,-284,425,0.35484047152566633,-8.36224330575805e-10,87.96145347288706,2.042485858012297
62,-438,-279,425,0.354090234851217,-1.6930482749495306e-10,195.01825443431923,2.9223127437064456
63,-427,-278,425,0.41996747529708456,-4.5631939223473007e-10,110.81416140294816,2.1066201657646166
64,-382,-269,425,0.881371774037529,-2.6094072698072305e-09,158.9259607296404,4.746918806429383
65,-963,-231,425,0.711495393185214,-6.623630424775607e-09,185.64754770656833,4.249474867843112
66,-959,-254,425,0.6088194199303766,-6.198836022298769e-10,234.4822328650169,4.126306270680998
67,-933,-252,425,0.4292142290363622,-2.223702908318371e-09,179.97876419191422,3.3437841080601385
68,-945,-231,425,0.9891671380254459,-2.143816235318416e-09,257.27335184530017,7.038965637033045
69,-937,-237,425,0.541537411928658,-1.5521562619454188e-09,94.43043863295362,2.6048646326295657
70,-892,-230,425,0.5917232129557137,-1.620768804663311e-09,251.31665672408408,4.7941276625851055
71,-844,-229,425,0.4939338479554973,-1.0944009648696197e-09,145.7435792814696,2.999877527684363
72,-807,-242,425,0.3266333029085264,-3.4633372568508725e-10,192.41259262701337,2.8344517075374016
73,-796,-246,425,0.2969472110620763,-3.426621217972498e-10,86.58496891266823,1.9559041012480036
74,-766,-246,425,0.628227883902555,-8.634609786951007e-10,278.4562801430677,4.3138539791557
75,-764,-231,425,0.3705493999309219,-2.4626283525036084e-10,211.94674343892143,3.675704299072467
76,-698,-228,425,0.33958074815575495,-2.1515502272779966e-10,53.83540513421461,1.8578203390338868
77,-662,-239,425,0.6120580307020816,-3.829883735599625e-09,181.71074157642525,3.8771205526911117
78,-614,-255,425,0.5569987261824466,-5.516688598311148e-09,175.15515723734325,3.901712967342872
79,-625,-239,425,1.2016938493804372,-9.258267243035178e-09,192.54403299591505,6.613955624605201
