ID,coord_x,coord_y,coord_z,mean_activation,std_activation,median_activation,min_activation,max_activation
1,-1033,-700,275,1.2065011262893677,2.771120309829712,1.5279089211617247e-06,-1.4848098750519512e-08,63.711673736572266
2,-981,-704,275,0.8272396922111511,2.876434564590454,2.906555494064378e-07,-6.57253984570616e-09,89.11298370361328
3,-951,-704,275,0.7503926753997803,2.7758307456970215,1.7184802914016473e-08,-4.219581073439116e-10,69.284912109375
4,-908,-685,275,0.5502053499221802,2.5208699703216553,2.850836899881415e-08,-1.2301679674919797e-09,75.23229217529297
5,-928,-690,275,0.5659204125404358,2.264334201812744,1.3698607581602573e-08,-4.274011422555901e-10,100.64777374267578
6,-888,-680,275,0.688252866268158,2.258234739303589,1.4491079980416544e-07,-2.914483321347916e-09,66.5318374633789
7,-847,-703,275,1.076378345489502,3.065584182739258,4.985286068404093e-07,-7.747894770204766e-09,101.68789672851562
8,-818,-691,275,0.7565654516220093,2.9996497631073,1.3703645329599112e-08,-4.175879919632308e-10,97.05465698242188
9,-844,-682,275,0.8511248230934143,2.9532666206359863,4.075456772056896e-08,-7.999047535456327e-10,102.5038070678711
10,-795,-694,275,1.3480778932571411,4.693102836608887,1.7196049029166716e-08,-4.1794728788957514e-10,118.90034484863281
11,-803,-666,275,1.3969670534133911,5.911621570587158,2.4153573008334206e-07,-8.27435009398414e-09,161.0110626220703
12,-791,-677,275,0.9389436841011047,3.6656110286712646,5.8810961434119235e-08,-1.9219108526868922e-09,133.54127502441406
13,-756,-672,275,2.645838499069214,14.76017951965332,1.911384828190421e-07,-8.485929292589844e-09,622.2067260742188
14,-772,-688,275,1.4864418506622314,4.993332862854004,6.726692163283587e-07,-1.410699468351595e-08,154.38186645507812
16,-728,-702,275,1.1924219131469727,3.6848580837249756,8.075527802020588e-08,-1.3474336091334749e-09,142.9478759765625
17,-686,-682,275,3.442331075668335,17.83531379699707,3.3554982792338706e-07,-1.4549380367157028e-08,751.158935546875
18,-674,-685,275,6.177210330963135,26.660783767700195,7.071297432048596e-07,-3.196997866439233e-08,689.2679443359375
19,-670,-674,275,4.0241193771362305,15.13101577758789,6.160121870379953e-07,-1.7714555156089773e-08,348.17816162109375
20,-645,-674,275,4.340901851654053,20.482105255126953,5.73853469632013e-07,-1.5009398168785992e-08,732.1531372070312
21,-654,-703,275,2.0416765213012695,8.669933319091797,8.884789082230782e-08,-2.384069830441149e-09,275.3034362792969
22,-628,-705,275,3.042565107345581,10.61086368560791,8.247704386121768e-07,-2.018881595233779e-08,262.8063659667969
23,-628,-690,275,1.7716989517211914,7.8607497215271,3.2871309230131374e-08,-1.4422775196365478e-09,211.8526153564453
24,-602,-677,275,4.019123554229736,19.007741928100586,8.485388747203615e-08,-2.2690365142352675e-09,1013.1797485351562
25,-589,-677,275,2.1405444145202637,7.973376274108887,2.586274945315381e-07,-5.614126497022198e-09,376.3448791503906
26,-596,-705,275,1.7155485153198242,7.997044086456299,7.292898374089418e-08,-2.0006583056897398e-09,296.9913024902344
28,-546,-674,275,2.218411922454834,6.041215896606445,9.955030577657453e-08,-1.2894926237905224e-09,117.9394302368164
29,-540,-699,275,2.087468385696411,5.658689975738525,4.5773856527375756e-07,-6.728763768393264e-09,133.0626220703125
30,-510,-684,275,2.4560084342956543,7.834569454193115,7.492430995625909e-07,-1.3839293266926234e-08,288.96759033203125
33,-486,-691,275,2.1886682510375977,6.366642475128174,3.2198406074712693e-07,-4.2815653245042995e-09,217.22927856445312
34,-1058,-652,275,0.8131026029586792,3.7026517391204834,4.1903138736643086e-08,-1.1819338840979299e-09,164.81741333007812
35,-1049,-654,275,0.8804988861083984,2.5951573848724365,6.923329465280403e-08,-1.06189801396539e-09,67.72789001464844
36,-913,-665,275,0.7313119769096375,2.3353469371795654,6.400465935030297e-08,-1.3062115833406551e-09,61.723472595214844
37,-873,-663,275,0.906777560710907,2.8432905673980713,1.0581420895050542e-07,-2.460884607202729e-09,62.27622985839844
38,-872,-649,275,0.6923149228096008,2.9338576793670654,6.60784991168839e-08,-1.9824053509864825e-09,85.6522445678711
39,-827,-657,275,1.395481824874878,6.977584362030029,3.074174159678478e-08,-1.8616500563339855e-09,227.12916564941406
40,-842,-659,275,0.9928322434425354,4.169069290161133,8.24923915843101e-08,-3.1368712072321614e-09,101.81293487548828
41,-817,-650,275,2.1704299449920654,8.651569366455078,1.287072990407978e-07,-3.738920728579842e-09,235.38253784179688
42,-795,-639,275,2.3528711795806885,14.436798095703125,2.063116966155576e-07,-7.730809770123415e-09,823.0118408203125
43,-791,-648,275,2.6834120750427246,12.275267601013184,2.2179389702614571e-07,-7.0915020522477334e-09,356.61529541015625
44,-762,-642,275,2.7847089767456055,16.664743423461914,5.701183454220882e-07,-1.7540177310593208e-08,993.8477172851562
45,-754,-654,275,3.627861499786377,16.45350456237793,2.013794215827147e-07,-6.04773298107375e-09,684.4552001953125
46,-702,-638,275,3.5015029907226562,26.035547256469727,7.170652338572836e-08,-2.7866766671991172e-09,1416.7489013671875
47,-723,-653,275,3.2336230278015137,19.86760139465332,3.5623313010546553e-07,-1.03200852308305e-08,950.3388061523438
48,-692,-640,275,3.2386016845703125,31.548307418823242,3.2338448363589123e-07,-1.1489049711599364e-08,1985.0916748046875
49,-681,-658,275,8.063488006591797,46.87106704711914,3.7975601685502625e-07,-1.4793796410117466e-08,1644.547119140625
50,-686,-651,275,4.497614860534668,25.347736358642578,3.604246501254238e-07,-1.4153722638354793e-08,1554.0452880859375
51,-635,-652,275,8.702741622924805,43.645599365234375,8.212489888137497e-07,-3.49701529955837e-08,1580.81201171875
52,-629,-635,275,6.585659503936768,37.16577911376953,9.927050541591598e-07,-2.5738927433849312e-08,1562.8603515625
53,-609,-656,275,11.460273742675781,50.23534393310547,1.0304122497473145e-06,-5.056879714970819e-08,1183.22265625
54,-563,-648,275,6.39793062210083,36.60631561279297,9.356687513673023e-08,-4.268242648208798e-09,1078.23583984375
55,-582,-636,275,3.844127655029297,12.973554611206055,2.6524591589804913e-07,-7.1624080000276535e-09,430.0227966308594
56,-523,-650,275,2.222886562347412,11.841910362243652,1.1723336257318806e-07,-3.834500272859032e-09,384.4602355957031
57,-513,-649,275,2.6044578552246094,10.702062606811523,3.263948826770502e-07,-7.206523378044949e-09,343.33251953125
59,-541,-635,275,2.5153074264526367,9.956336975097656,5.729980330215767e-07,-1.2218575484723715e-08,359.62860107421875
60,-535,-649,275,2.1281895637512207,7.608209133148193,9.039313795256021e-07,-1.771269708683576e-08,191.92587280273438
61,-492,-635,275,1.3480788469314575,5.488193988800049,3.4527678849372023e-07,-9.123585442694093e-09,224.72840881347656
63,-446,-639,275,3.5975048542022705,7.431145668029785,1.111993128688482e-06,-5.444041661917254e-09,254.35226440429688
64,-1010,-587,275,0.8366251587867737,2.131237745285034,5.152142534825543e-07,-5.009845871484231e-09,42.01676559448242
65,-930,-587,275,1.001712679862976,3.634220600128174,1.0470390066075197e-07,-1.9232870851482176e-09,86.87561798095703
66,-902,-588,275,0.9673983454704285,3.111814260482788,4.5566309836431174e-07,-4.2980299319594906e-09,74.18708801269531
67,-866,-598,275,0.9949005842208862,5.961547374725342,1.0527048566189023e-08,-4.177314882891636e-10,220.01205444335938
68,-876,-606,275,0.9816113710403442,4.3176422119140625,4.901676931012844e-08,-1.8391291822794642e-09,143.4683074951172
70,-847,-622,275,1.0943517684936523,3.5000877380371094,8.752505920028852e-08,-2.048355485229081e-09,66.19235229492188
71,-807,-608,275,2.3834240436553955,16.39959716796875,1.1403916744257003e-07,-6.158515031273737e-09,749.1253051757812
72,-792,-615,275,3.6277756690979004,19.160167694091797,3.3173910196637735e-07,-1.536251659217669e-08,924.7948608398438
73,-793,-628,275,1.7413575649261475,9.097774505615234,1.018149689002712e-07,-4.585072765905807e-09,381.2262878417969
74,-762,-621,275,21.239673614501953,78.6194076538086,6.636502689616464e-07,-3.325750697058538e-08,1801.9371337890625
76,-709,-620,275,3.8152968883514404,14.081192970275879,1.0913726100625354e-06,-2.5979753459637323e-08,420.62060546875
77,-679,-604,275,6.969202041625977,43.23385238647461,8.884131119657468e-08,-3.423175298777892e-09,1807.364990234375
78,-673,-616,275,7.709744453430176,32.766727447509766,6.250569413168705e-07,-1.8250027267185942e-08,1174.558837890625
79,-608,-609,275,14.259675025939941,59.630184173583984,1.159935550276714e-06,-4.526092922674252e-08,1582.74072265625
80,-558,-611,275,4.394067764282227,18.092500686645508,2.895145598813542e-07,-4.767653383197512e-09,763.7108764648438
81,-536,-618,275,2.943500280380249,19.376129150390625,3.3467802040831884e-07,-9.442128856562704e-09,1226.7542724609375
82,-518,-609,275,3.342883348464966,15.376969337463379,3.4060343523378833e-07,-7.27058369065503e-09,905.8556518554688
86,-1027,-548,275,1.1059238910675049,4.505787372589111,2.546010868798021e-08,-1.0244506354339933e-09,115.48214721679688
87,-1004,-552,275,1.3788726329803467,5.3282318115234375,4.750949926801695e-07,-9.696447200724378e-09,190.47982788085938
90,-931,-564,275,1.3532415628433228,5.32979679107666,9.484613627819272e-08,-2.3814703542512916e-09,178.9635009765625
91,-884,-571,275,1.3425675630569458,5.1346755027771,1.4326543862352992e-07,-4.04559408195837e-09,211.10240173339844
92,-879,-551,275,1.4450405836105347,5.112389087677002,2.7878746422516087e-08,-7.851290173555014e-10,142.69981384277344
93,-833,-577,275,1.8712522983551025,6.530351161956787,3.2435696084576193e-07,-8.955845842706367e-09,210.72215270996094
94,-787,-580,275,4.77490234375,25.830678939819336,1.092143904202203e-07,-3.785554536506197e-09,912.7465209960938
95,-783,-561,275,2.3717188835144043,13.806615829467773,1.8713002702952508e-07,-7.456463890775922e-09,580.9769897460938
97,-766,-581,275,3.8279917240142822,22.419679641723633,2.573628705704323e-07,-1.0558260932214125e-08,822.956298828125
98,-759,-567,275,4.116738319396973,24.977083206176758,5.467725259222789e-07,-2.2329700755108206e-08,1088.36572265625
99,-737,-560,275,4.699601173400879,27.863203048706055,7.100948664628959e-07,-2.0076720730344277e-08,1164.344970703125
100,-702,-559,275,3.098749876022339,21.460033416748047,4.264849451374175e-08,-1.7362957738242812e-09,1096.1771240234375
101,-705,-573,275,3.0703060626983643,19.669368743896484,1.881706737094646e-07,-5.398001601264468e-09,1048.0963134765625
102,-693,-584,275,5.230497360229492,36.88816452026367,1.5665614228055347e-07,-6.059591939333586e-09,1592.5467529296875
103,-680,-580,275,7.441371440887451,50.683250427246094,1.0217691226444003e-07,-4.482686222218035e-09,2094.1748046875
104,-691,-554,275,6.609495639801025,31.231204986572266,3.9361285075756314e-07,-1.6527362589613404e-08,1067.9638671875
105,-661,-574,275,4.3134446144104,16.241168975830078,2.610069316233421e-07,-6.015451248231329e-09,639.3578491210938
106,-641,-571,275,12.269954681396484,62.37856674194336,2.4347002636204707e-07,-1.1586342552050155e-08,2400.50390625
107,-611,-568,275,16.04241943359375,77.79717254638672,2.4417991539849027e-07,-1.1272415889607146e-08,2438.861572265625
108,-566,-575,275,16.176387786865234,77.15735626220703,1.4228605493826763e-07,-5.1057806871313005e-09,2022.400634765625
109,-574,-559,275,9.240093231201172,49.932373046875,1.3315000160218915e-06,-5.2342230105750787e-08,1770.8682861328125
110,-513,-564,275,7.946442604064941,36.60995101928711,4.708511482931499e-07,-1.0965459651401943e-08,1391.3565673828125
112,-447,-578,275,4.75738525390625,9.680899620056152,5.458431132865371e-06,-1.4551575944210526e-08,368.4820251464844
113,-1028,-517,275,3.1893868446350098,12.042364120483398,7.244005360007577e-07,-2.1102200875589006e-08,352.8515625
114,-1054,-517,275,1.7282075881958008,6.339446544647217,1.8538163715220435e-07,-3.980180629525876e-09,187.0681610107422
115,-1036,-529,275,1.8882570266723633,6.388474941253662,2.199513033929179e-07,-3.3643339225619684e-09,198.78164672851562
116,-1054,-506,275,1.5411709547042847,5.973307132720947,2.2351950690335798e-07,-4.151804233742951e-09,267.6096496582031
117,-1049,-526,275,1.199723720550537,4.177154541015625,8.17025807009486e-08,-1.519785297610099e-09,119.30562591552734
118,-1005,-517,275,3.0478200912475586,10.720039367675781,1.3757890826582297e-07,-2.6619793036530837e-09,485.7123718261719
119,-960,-527,275,7.479259490966797,27.787368774414062,1.9862538920278894e-06,-3.9991402189798464e-08,912.2781982421875
120,-923,-520,275,12.691301345825195,52.69205093383789,1.352009576294222e-06,-5.327762409024217e-08,1261.3084716796875
122,-872,-516,275,1.7244395017623901,7.490902900695801,1.407158407573661e-07,-3.767890444095201e-09,294.64666748046875
125,-791,-530,275,4.278332710266113,24.642498016357422,9.25254752814908e-08,-4.202652004181573e-09,1182.0311279296875
126,-794,-520,275,1.569139838218689,10.993157386779785,1.8971410042922798e-07,-8.019858555030623e-09,601.7974243164062
127,-748,-526,275,3.3581502437591553,22.803430557250977,4.865543132837047e-07,-1.296171348030839e-08,1353.947998046875
128,-722,-544,275,5.138508319854736,25.1564884185791,6.746315079908527e-07,-2.115562303117713e-08,1398.131591796875
129,-670,-523,275,4.70736026763916,26.736764907836914,6.029925998518593e-07,-1.4748191112801123e-08,1192.0211181640625
131,-655,-549,275,3.4038097858428955,17.29536247253418,6.403537611276988e-08,-2.3393478265631984e-09,1117.0264892578125
132,-602,-524,275,6.830855846405029,22.63605308532715,5.972315761937352e-07,-1.569051022443091e-08,475.68072509765625
133,-558,-528,275,8.132105827331543,38.810646057128906,1.19296373668476e-06,-3.974886197966043e-08,1182.5274658203125
134,-554,-544,275,4.19036865234375,17.560413360595703,5.393375772655418e-07,-1.588267117824671e-08,1156.3443603515625
135,-456,-545,275,4.092565536499023,10.997843742370605,1.8034332072147663e-07,-2.6429911592629196e-09,220.48898315429688
136,-471,-540,275,4.915748119354248,15.373893737792969,1.7081441683330922e-06,-2.995365733227118e-08,442.1517028808594
138,-484,-538,275,3.2083256244659424,13.12198543548584,4.342689976510883e-07,-1.1395837162808675e-08,595.2271118164062
139,-1039,-485,275,3.1836652755737305,12.522701263427734,1.7430222669645445e-06,-3.41871633224855e-08,527.1949462890625
140,-1046,-475,275,4.439884185791016,21.778722763061523,2.1172563435811753e-07,-5.67661695427546e-09,696.36669921875
141,-1029,-483,275,6.33108377456665,24.37592124938965,1.088426301976142e-06,-3.4107394242255396e-08,625.0884399414062
142,-990,-490,275,8.080635070800781,30.55572509765625,3.461457936282386e-06,-7.941551416479342e-08,1233.8140869140625
144,-973,-488,275,6.935142517089844,39.27961349487305,2.129386075466755e-06,-4.246792073558936e-08,2637.0888671875
145,-911,-483,275,10.37553882598877,44.18820571899414,1.1151363423778093e-06,-3.6589145935295164e-08,1187.8714599609375
146,-910,-491,275,5.904274940490723,33.61943054199219,1.0546003750278032e-06,-2.5825292127024113e-08,1343.2130126953125
147,-922,-478,275,7.611935615539551,36.4986572265625,2.424779381726694e-07,-5.814791759206628e-09,1950.5029296875
148,-905,-470,275,5.562545299530029,32.611572265625,8.920418395064189e-07,-2.0401810019166078e-08,1596.9715576171875
149,-867,-499,275,4.538613319396973,26.607423782348633,1.7546787489663984e-07,-5.502887479025276e-09,1000.4910278320312
150,-852,-490,275,3.4954304695129395,14.659492492675781,9.762405852598022e-07,-2.0577481052441726e-08,684.41455078125
151,-800,-481,275,3.260129451751709,10.035572052001953,3.216171364783804e-07,-5.467551744686716e-09,229.4183807373047
152,-787,-491,275,1.8232471942901611,7.633724689483643,5.156949214324413e-07,-1.2548173167203913e-08,330.9394836425781
153,-767,-496,275,7.289743423461914,28.94207191467285,1.5969358173606452e-06,-3.2978373809555706e-08,964.87939453125
154,-740,-475,275,5.0717620849609375,24.972211837768555,1.1304540947776331e-07,-5.022953608602165e-09,687.5057373046875
155,-741,-491,275,3.307276964187622,15.71309757232666,1.4268324832755752e-07,-4.042935763948208e-09,869.80615234375
157,-718,-483,275,8.808262825012207,49.499935150146484,4.81078586744843e-07,-1.884012235109367e-08,1834.639404296875
158,-709,-509,275,5.081867694854736,29.95304298400879,8.866092571224726e-08,-2.6478901293813806e-09,1516.41552734375
159,-671,-481,275,8.840136528015137,60.16190719604492,2.3084943734374974e-07,-1.3217829497591538e-08,2472.859375
160,-648,-484,275,15.787799835205078,73.11820983886719,1.0712466291806777e-06,-4.2941920241901244e-08,2110.031494140625
162,-550,-485,275,4.781221866607666,25.712434768676758,8.139026590470166e-07,-2.3834434870195764e-08,1256.2169189453125
163,-450,-480,275,5.685831069946289,21.470609664916992,9.079726055460924e-07,-1.7529282914097166e-08,696.138916015625
165,-1036,-442,275,5.088433742523193,28.49261474609375,8.41892585867754e-07,-2.1447380760264423e-08,1255.739990234375
166,-1024,-447,275,3.9507882595062256,17.893104553222656,4.811496410184191e-07,-1.3193199421834834e-08,627.2210693359375
167,-1032,-458,275,4.320608139038086,18.66797637939453,1.1240697403991362e-06,-3.2575059094597236e-08,762.146728515625
168,-1017,-454,275,5.768908500671387,21.163043975830078,1.8677563957680832e-06,-4.259738517475853e-08,673.7616577148438
169,-1002,-445,275,7.132687091827393,39.39814376831055,8.612080364400754e-07,-2.7796289714387967e-08,1569.0489501953125
170,-1004,-435,275,5.706026554107666,21.192293167114258,1.7433794710086659e-06,-3.282262994730445e-08,657.8821411132812
172,-944,-444,275,6.665841579437256,22.060026168823242,1.130178816310945e-06,-1.8659426004319357e-08,773.3945922851562
173,-960,-449,275,5.321028709411621,21.735517501831055,1.003730062620889e-06,-1.9219841718154385e-08,1350.3519287109375
174,-917,-446,275,14.249191284179688,63.02245330810547,1.628978679946158e-06,-3.6150023419168065e-08,1752.6668701171875
175,-907,-461,275,10.5355224609375,49.531185150146484,1.650048375267943e-06,-6.459301715722177e-08,1546.6861572265625
176,-931,-459,275,3.936187982559204,22.06011390686035,5.2834138841717504e-08,-2.5687674209962097e-09,982.1570434570312
177,-878,-455,275,8.067331314086914,44.39004135131836,2.03842023438483e-06,-4.736738645760852e-08,2137.564697265625
178,-884,-442,275,13.703214645385742,55.66457748413086,3.854873398267955e-07,-1.4751030619208905e-08,1610.2403564453125
179,-831,-443,275,3.7215490341186523,22.912124633789062,5.704993100152933e-07,-2.2860845660943596e-08,990.3703002929688
181,-785,-444,275,2.8888561725616455,16.211605072021484,4.3339528588148823e-07,-1.4545310733637962e-08,734.8927001953125
182,-785,-463,275,2.358475923538208,8.07930850982666,5.809311574012099e-07,-1.3162193113203102e-08,214.54905700683594
183,-797,-444,275,2.36022686958313,10.354925155639648,3.6295119798523956e-07,-1.044764985635993e-08,367.0552673339844
184,-822,-436,275,2.995962619781494,14.392298698425293,1.7170920330045192e-07,-4.6437822476264046e-09,489.58062744140625
